latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.3620386,2.4120603,8.0,3600,Africa/Porto-Novo,GMT+1

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),relative_humidity_2m_mean (%),surface_pressure_mean (hPa),cloud_cover_mean (%),sunshine_duration (s)
2015-01-01,2,29.3,24.5,26.9,0.00,0.00,0.0,17.0,34.9,215,79,1010.2,10,41319.21
2015-01-02,0,29.2,24.6,27.0,0.00,0.00,0.0,15.1,32.0,204,78,1011.0,4,41278.21
2015-01-03,3,28.9,24.7,26.9,0.00,0.00,0.0,16.7,31.3,174,83,1012.2,39,40985.12
2015-01-04,3,29.4,23.9,26.5,0.00,0.00,0.0,12.7,24.5,117,73,1012.6,15,41837.27
2015-01-05,0,29.1,23.0,25.8,0.00,0.00,0.0,12.3,24.1,91,57,1012.2,0,41934.91
2015-01-06,3,28.4,22.0,25.3,0.00,0.00,0.0,13.5,27.7,163,59,1011.4,68,41942.25
2015-01-07,3,28.8,21.8,25.4,0.00,0.00,0.0,14.8,29.2,175,66,1011.3,51,41950.01
2015-01-08,3,28.3,22.0,25.3,0.00,0.00,0.0,13.7,27.7,170,72,1012.0,39,41958.19
2015-01-09,3,28.9,22.6,25.7,0.00,0.00,0.0,14.8,29.2,105,67,1012.5,53,41966.77
2015-01-10,3,28.2,21.7,25.0,0.00,0.00,0.0,14.1,27.0,87,57,1012.8,66,41975.74
2015-01-11,3,27.9,21.4,24.9,0.00,0.00,0.0,13.7,25.2,80,57,1013.1,9,41985.09
2015-01-12,2,29.0,20.8,24.8,0.00,0.00,0.0,14.4,28.8,54,53,1011.5,17,41994.80
2015-01-13,0,28.1,21.2,24.4,0.00,0.00,0.0,14.4,31.7,67,55,1011.2,1,42004.85
2015-01-14,0,27.7,20.8,24.3,0.00,0.00,0.0,13.3,28.1,142,62,1011.1,3,42015.23
2015-01-15,3,27.7,21.2,24.7,0.00,0.00,0.0,14.0,31.7,183,74,1011.3,48,42025.92
2015-01-16,0,28.1,22.3,25.3,0.00,0.00,0.0,15.2,32.8,197,81,1011.5,2,42036.92
2015-01-17,3,29.1,23.5,25.9,0.00,0.00,0.0,17.4,33.8,221,83,1011.5,22,41026.31
2015-01-18,3,29.1,24.9,26.4,0.00,0.00,0.0,16.9,32.8,211,83,1011.8,26,40556.85
2015-01-19,53,29.5,25.3,26.8,0.70,0.70,2.0,13.7,33.5,219,84,1010.7,40,39798.21
2015-01-20,53,28.1,25.6,26.7,1.30,1.30,3.0,14.5,30.6,212,86,1009.3,54,39373.87
2015-01-21,51,29.1,25.8,27.0,0.20,0.20,1.0,15.3,31.3,212,84,1010.3,32,41125.85
2015-01-22,3,29.7,25.6,27.1,0.00,0.00,0.0,17.9,32.4,221,84,1010.8,66,37694.76
2015-01-23,3,30.1,25.9,27.4,0.00,0.00,0.0,18.3,37.1,220,84,1010.0,86,41415.29
2015-01-24,61,28.8,25.8,27.0,3.50,3.50,7.0,16.3,32.8,221,86,1008.8,89,40696.63
2015-01-25,61,28.7,25.7,26.8,2.80,2.80,6.0,16.3,35.6,221,86,1008.8,55,35739.42
2015-01-26,55,28.7,26.0,27.0,2.40,2.40,8.0,16.6,29.9,221,85,1009.9,55,38070.09
2015-01-27,61,29.6,26.2,27.4,2.20,2.20,1.0,18.5,32.8,223,85,1009.7,62,40994.81
2015-01-28,51,29.5,26.0,27.3,0.90,0.90,5.0,19.6,38.5,218,85,1009.2,69,37048.36
2015-01-29,51,28.8,26.0,27.1,0.40,0.40,3.0,18.3,36.0,210,85,1009.4,40,39808.76
2015-01-30,53,29.0,26.2,27.2,1.10,1.10,4.0,16.1,33.8,215,85,1010.1,42,40556.29
2015-01-31,53,29.4,26.1,27.2,0.60,0.60,1.0,19.8,33.8,219,84,1010.5,54,39695.89
2015-02-01,53,29.9,26.0,27.3,1.10,1.10,2.0,15.8,31.3,227,84,1009.5,64,40162.98
2015-02-02,51,29.0,26.3,27.4,0.80,0.80,4.0,17.1,32.0,222,84,1009.1,78,39415.54
2015-02-03,53,29.1,26.6,27.5,0.70,0.70,2.0,16.8,37.4,219,85,1009.3,86,39639.41
2015-02-04,53,29.5,26.4,27.6,0.70,0.70,3.0,16.0,32.0,214,84,1009.3,97,39890.48
2015-02-05,51,29.6,26.6,27.7,0.60,0.60,3.0,15.8,35.3,221,84,1008.9,53,40866.06
2015-02-06,53,29.4,26.6,27.7,1.50,1.50,5.0,18.7,36.0,219,84,1008.7,41,40788.19
2015-02-07,51,29.8,26.5,27.7,0.90,0.90,5.0,17.4,40.0,222,83,1009.1,47,41360.80
2015-02-08,51,29.8,26.6,27.9,0.30,0.30,1.0,17.9,36.0,217,83,1008.8,75,40884.44
2015-02-09,3,30.0,26.7,27.9,0.00,0.00,0.0,19.5,35.6,217,84,1008.3,89,40408.36
2015-02-10,51,30.1,26.7,28.1,0.60,0.60,5.0,17.0,32.8,211,83,1008.5,62,40651.23
2015-02-11,53,30.4,27.0,28.3,1.40,1.40,3.0,18.1,31.0,224,83,1008.8,85,41609.87
2015-02-12,61,28.8,26.9,27.6,3.10,3.10,6.0,19.2,34.9,229,83,1010.2,89,32432.40
2015-02-13,55,29.9,26.8,28.0,1.80,1.80,6.0,19.6,36.4,224,81,1011.1,80,39508.63
2015-02-14,53,29.0,26.3,27.6,1.70,1.70,5.0,19.4,32.4,215,83,1011.1,97,30275.42
2015-02-15,51,29.8,26.7,27.9,1.00,1.00,3.0,18.3,35.6,212,82,1010.4,49,40647.08
2015-02-16,51,30.0,26.7,28.0,0.20,0.20,1.0,15.9,35.6,223,81,1009.9,56,41118.04
2015-02-17,53,30.0,27.0,28.1,1.30,1.30,4.0,16.8,33.8,223,82,1008.6,61,41586.79
2015-02-18,63,28.6,25.6,27.0,13.80,13.80,12.0,19.1,35.3,211,84,1008.2,76,38313.29
2015-02-19,63,28.8,25.0,26.9,10.00,10.00,8.0,14.6,29.2,196,82,1008.3,96,39469.91
2015-02-20,61,29.3,25.0,27.2,3.70,3.70,6.0,15.3,31.3,220,83,1007.6,59,42605.35
2015-02-21,61,29.9,25.9,27.5,1.60,1.60,1.0,17.4,37.1,231,84,1007.8,87,42496.98
2015-02-22,61,28.5,24.7,26.6,5.10,5.10,9.0,17.1,31.0,241,85,1009.1,98,32401.96
2015-02-23,53,28.2,25.6,27.0,2.30,2.30,7.0,15.6,35.3,217,86,1010.0,89,28521.41
2015-02-24,51,29.3,25.7,27.3,0.10,0.10,1.0,15.4,30.2,216,85,1009.6,99,38459.01
2015-02-25,3,29.8,26.5,27.7,0.00,0.00,0.0,19.5,37.4,222,85,1007.9,98,41345.68
2015-02-26,51,30.0,26.8,27.9,0.20,0.20,1.0,18.4,37.1,217,84,1007.8,96,34265.64
2015-02-27,55,28.3,25.8,26.8,5.30,5.30,8.0,16.1,31.3,200,85,1009.1,91,41952.28
2015-02-28,61,29.3,25.7,27.4,3.00,3.00,3.0,14.5,25.6,192,82,1009.6,85,38240.93
2015-03-01,63,30.0,26.3,27.8,6.40,6.40,4.0,15.9,29.9,222,83,1009.0,68,41327.12
2015-03-02,51,29.9,26.5,27.9,0.10,0.10,1.0,17.9,31.7,216,83,1008.5,51,39411.41
2015-03-03,61,29.7,26.5,27.7,4.10,4.10,7.0,15.2,33.8,216,85,1008.9,69,42826.51
2015-03-04,63,29.1,26.4,27.4,5.10,5.10,4.0,14.2,28.4,207,84,1009.7,68,41643.83
2015-03-05,3,30.0,26.3,27.8,0.00,0.00,0.0,13.6,30.2,220,83,1009.1,48,42867.47
2015-03-06,61,29.9,26.8,28.0,1.50,1.50,1.0,15.8,31.3,218,84,1008.9,66,42888.16
2015-03-07,51,29.5,26.5,27.8,0.80,0.80,5.0,17.6,34.2,219,85,1008.7,94,40890.21
2015-03-08,53,29.9,26.5,27.8,0.80,0.80,1.0,18.1,36.4,217,84,1008.1,51,42929.89
2015-03-09,63,30.1,26.7,28.0,3.80,3.80,8.0,16.5,34.2,212,85,1008.5,46,39534.39
2015-03-10,51,29.8,26.9,28.1,1.50,1.50,7.0,18.3,37.4,215,85,1008.9,63,41761.95
2015-03-11,51,29.9,27.2,28.3,1.60,1.60,9.0,15.8,32.0,204,83,1009.6,66,42993.12
2015-03-12,63,30.1,27.1,28.3,3.00,3.00,4.0,17.5,29.5,201,84,1007.9,54,43014.30
2015-03-13,61,29.5,26.7,27.8,1.90,1.90,5.0,13.9,31.7,210,84,1007.2,92,38439.32
2015-03-14,63,30.3,26.6,28.0,4.20,4.20,4.0,14.4,27.4,219,82,1006.5,64,43056.74
2015-03-15,61,30.3,27.3,28.5,3.50,3.50,3.0,17.7,35.3,222,84,1006.8,67,41310.77
2015-03-16,55,29.7,27.3,28.1,1.50,1.50,4.0,19.6,38.9,213,87,1008.1,99,29961.04
2015-03-17,51,29.3,26.6,27.7,0.60,0.60,4.0,17.2,33.8,200,87,1008.6,69,40263.27
2015-03-18,3,30.6,26.2,27.8,0.00,0.00,0.0,18.6,34.2,231,83,1007.6,83,40371.77
2015-03-19,51,29.9,26.8,28.0,0.50,0.50,2.0,16.5,36.4,218,84,1006.6,44,42732.39
2015-03-20,53,29.9,26.6,28.0,0.60,0.60,2.0,18.6,39.6,213,83,1006.5,63,40648.42
2015-03-21,63,28.5,26.3,27.3,7.50,7.50,8.0,16.1,37.1,219,85,1008.1,94,36003.15
2015-03-22,3,29.6,25.6,27.8,0.00,0.00,0.0,22.4,31.0,233,81,1008.6,100,20812.62
2015-03-23,3,30.3,26.8,28.2,0.00,0.00,0.0,17.6,37.1,224,82,1008.1,73,42037.31
2015-03-24,63,30.3,26.8,28.1,4.30,4.30,4.0,19.0,40.0,221,84,1007.7,66,42748.41
2015-03-25,63,28.1,25.3,26.8,10.30,10.30,6.0,16.9,32.0,231,86,1008.6,100,3859.91
2015-03-26,63,29.0,26.2,27.5,10.30,10.30,6.0,13.2,22.3,225,85,1010.3,95,33660.51
2015-03-27,53,30.3,26.2,28.2,2.60,2.60,6.0,18.9,33.8,234,82,1011.5,97,28871.54
2015-03-28,55,30.0,27.1,28.1,2.00,2.00,4.0,19.4,34.9,229,83,1010.6,92,37232.11
2015-03-29,63,29.1,27.1,27.8,5.10,5.10,9.0,19.1,33.8,216,85,1009.5,88,36329.50
2015-03-30,63,28.0,26.4,27.1,6.30,6.30,11.0,19.5,33.8,218,84,1009.4,94,34668.41
2015-03-31,63,27.7,25.2,26.3,10.50,10.50,13.0,13.5,28.4,173,86,1010.3,99,20356.14
2015-04-01,53,27.6,24.6,26.2,2.40,2.40,7.0,9.9,18.0,245,86,1010.9,100,1424.11
2015-04-02,3,29.0,25.4,27.3,0.00,0.00,0.0,14.7,27.0,210,83,1010.0,94,42968.74
2015-04-03,3,29.0,26.4,27.4,0.00,0.00,0.0,14.9,27.0,212,85,1008.8,66,35521.35
2015-04-04,51,29.3,26.7,27.6,0.20,0.20,1.0,17.6,38.5,215,85,1008.4,48,41494.20
2015-04-05,51,28.9,26.0,27.1,1.00,1.00,5.0,17.7,36.4,213,86,1008.6,48,42946.39
2015-04-06,53,29.1,25.9,27.2,1.40,1.40,5.0,14.1,30.6,215,85,1008.8,64,40518.47
2015-04-07,63,29.5,26.1,27.3,3.00,3.00,4.0,19.8,33.5,211,85,1009.5,65,35321.66
2015-04-08,53,29.5,26.4,27.7,1.40,1.40,5.0,14.2,28.4,200,83,1009.2,61,35754.41
2015-04-09,53,29.6,26.6,27.7,1.80,1.80,3.0,14.9,32.4,211,84,1009.2,76,41676.15
2015-04-10,55,29.3,26.6,27.6,2.20,2.20,6.0,17.6,33.5,204,84,1009.4,79,39940.52
2015-04-11,61,28.9,26.8,27.5,3.60,3.60,8.0,16.0,31.3,203,84,1009.7,74,40985.74
2015-04-12,61,28.4,25.9,26.9,6.70,6.70,8.0,10.7,25.2,189,85,1011.3,99,20602.70
2015-04-13,3,30.1,26.3,27.8,0.00,0.00,0.0,13.0,31.3,220,81,1011.2,81,42901.06
2015-04-14,51,30.0,26.5,27.9,0.10,0.10,1.0,17.3,35.6,219,83,1009.6,98,41888.18
2015-04-15,3,30.3,26.8,28.0,0.00,0.00,0.0,18.8,37.4,223,83,1009.0,61,42891.55
2015-04-16,51,29.1,26.9,27.9,0.70,0.70,5.0,16.9,31.0,218,83,1009.9,52,42887.06
2015-04-17,53,29.9,27.2,28.3,0.70,0.70,1.0,15.6,31.0,212,82,1010.2,56,42882.78
2015-04-18,53,29.9,27.0,28.2,1.30,1.30,4.0,14.2,29.9,213,82,1010.0,30,42878.77
2015-04-19,51,30.0,27.1,28.3,1.00,1.00,4.0,15.7,33.5,208,82,1009.1,28,42875.03
2015-04-20,51,30.1,27.2,28.4,1.50,1.50,7.0,16.4,31.7,206,81,1009.1,80,42871.60
2015-04-21,51,29.9,27.2,28.4,0.80,0.80,4.0,17.7,33.1,202,81,1008.8,59,42868.50
2015-04-22,2,30.3,27.4,28.5,0.00,0.00,0.0,17.5,31.3,208,80,1009.4,30,42865.78
2015-04-23,51,30.1,27.3,28.4,0.40,0.40,2.0,17.3,35.3,217,81,1009.5,47,42863.45
2015-04-24,51,29.9,27.0,28.2,0.60,0.60,5.0,18.3,37.1,212,82,1010.1,62,42861.55
2015-04-25,61,30.0,27.1,28.1,2.90,2.90,6.0,16.6,31.3,219,81,1010.8,71,31120.54
2015-04-26,51,30.1,27.3,28.3,0.50,0.50,3.0,15.6,32.0,194,82,1010.9,70,42859.14
2015-04-27,3,30.0,26.6,28.1,0.00,0.00,0.0,14.3,28.8,213,80,1010.0,55,41961.53
2015-04-28,53,30.6,27.2,28.6,0.50,0.50,1.0,16.9,36.0,213,79,1009.4,39,42858.79
2015-04-29,53,30.4,26.9,28.6,1.40,1.40,5.0,17.4,33.5,215,78,1009.2,63,42620.41
2015-04-30,63,30.2,27.6,28.6,4.00,4.00,6.0,16.5,33.1,207,78,1008.6,31,42753.99
2015-05-01,51,30.4,27.6,28.8,0.40,0.40,2.0,18.0,33.5,205,79,1008.1,55,42862.33
2015-05-02,51,30.6,27.3,28.9,0.20,0.20,2.0,16.3,33.8,204,79,1008.1,96,42285.61
2015-05-03,63,30.2,26.7,28.3,5.40,5.40,8.0,16.5,37.4,205,81,1008.7,68,40608.92
2015-05-04,63,29.8,26.3,27.5,8.10,8.10,9.0,15.9,32.4,217,84,1008.7,96,27517.12
2015-05-05,63,28.7,25.7,26.9,14.60,14.60,15.0,11.4,32.4,210,85,1010.4,87,28084.86
2015-05-06,63,29.2,25.8,27.6,5.40,5.40,9.0,11.8,24.5,237,83,1010.1,88,30660.95
2015-05-07,53,30.4,27.2,28.5,0.50,0.50,1.0,18.9,38.2,225,81,1009.7,31,42881.25
2015-05-08,51,30.0,26.9,28.3,0.40,0.40,3.0,17.8,35.3,208,82,1010.9,66,42885.85
2015-05-09,53,29.4,26.6,27.9,1.20,1.20,3.0,18.2,36.7,223,83,1010.9,43,41831.38
2015-05-10,63,29.8,25.8,27.9,7.50,7.50,9.0,14.3,32.8,216,82,1010.2,51,42076.97
2015-05-11,61,30.2,25.7,28.1,3.00,3.00,6.0,15.1,31.0,224,81,1010.0,61,42198.54
2015-05-12,63,29.9,26.2,28.1,11.50,11.50,10.0,14.9,34.9,215,83,1010.4,32,38299.13
2015-05-13,63,29.9,26.5,28.1,7.00,7.00,9.0,14.7,27.0,213,84,1009.8,75,41203.43
2015-05-14,63,28.6,25.9,27.6,16.50,16.50,13.0,17.0,30.2,194,85,1009.2,91,34149.38
2015-05-15,63,29.9,25.0,27.5,8.00,8.00,9.0,9.6,24.1,204,85,1009.9,94,35636.17
2015-05-16,51,30.9,26.4,28.4,0.30,0.30,1.0,18.6,31.0,228,82,1010.3,44,42936.47
2015-05-17,53,30.3,27.3,28.5,2.60,2.60,11.0,16.8,29.9,223,82,1010.2,95,34029.11
2015-05-18,61,29.7,27.3,28.0,7.70,7.70,15.0,15.8,32.8,217,84,1010.2,91,31893.23
2015-05-19,53,29.2,26.1,27.7,3.20,3.20,10.0,15.5,33.5,226,83,1010.7,93,41146.59
2015-05-20,51,29.0,26.5,27.7,0.40,0.40,3.0,15.5,29.5,214,83,1010.5,97,29733.38
2015-05-21,51,29.8,26.9,28.2,0.50,0.50,4.0,14.7,29.5,221,81,1011.4,69,41605.35
2015-05-22,53,29.1,26.2,27.6,3.10,3.10,11.0,17.5,30.6,214,84,1011.2,88,40806.25
2015-05-23,63,27.6,25.3,26.5,17.00,17.00,16.0,20.7,32.8,196,86,1011.7,100,8552.33
2015-05-24,61,29.2,24.7,27.0,9.30,9.30,8.0,17.4,31.7,221,83,1012.0,94,42332.91
2015-05-25,51,29.3,26.5,27.8,0.20,0.20,1.0,16.3,31.0,213,81,1010.7,77,40747.68
2015-05-26,61,29.0,26.3,27.5,4.40,4.40,10.0,17.2,34.2,212,83,1010.1,68,36642.26
2015-05-27,63,28.2,25.6,26.7,6.60,6.60,16.0,17.9,35.6,196,86,1010.3,77,38009.96
2015-05-28,63,28.5,25.4,26.7,3.90,3.90,10.0,16.6,35.6,191,85,1010.3,80,36472.68
2015-05-29,63,28.3,25.8,26.8,6.40,6.40,9.0,15.1,32.0,233,85,1009.9,96,25384.49
2015-05-30,51,28.7,25.7,27.1,2.10,2.10,9.0,16.7,36.4,214,83,1010.3,75,40096.85
2015-05-31,61,26.8,24.6,26.0,12.10,12.10,14.0,12.2,23.4,169,88,1010.9,100,1481.22
2015-06-01,61,28.6,25.7,26.8,3.20,3.20,7.0,17.8,33.1,216,85,1010.2,87,31860.37
2015-06-02,63,27.9,25.0,26.3,6.90,6.90,12.0,14.4,33.5,200,86,1010.4,87,30448.61
2015-06-03,63,26.3,25.1,25.8,11.60,11.60,13.0,12.6,21.6,211,86,1011.6,99,6588.49
2015-06-04,63,27.2,25.1,26.1,6.40,6.40,11.0,12.8,31.3,222,85,1011.9,94,23367.25
2015-06-05,63,27.8,25.1,26.2,9.20,9.20,7.0,15.3,37.8,244,86,1011.0,98,21169.93
2015-06-06,55,27.7,25.2,26.3,2.50,2.50,8.0,16.6,29.2,219,84,1011.1,87,39637.41
2015-06-07,61,27.2,24.9,26.1,5.60,5.60,13.0,15.5,33.5,210,84,1011.3,99,24244.92
2015-06-08,63,27.1,24.7,25.8,12.10,12.10,16.0,15.6,27.4,204,86,1011.3,99,18624.21
2015-06-09,63,26.2,24.4,25.5,12.30,12.30,18.0,12.7,28.4,206,87,1011.5,99,23121.77
2015-06-10,53,27.5,24.6,25.9,3.20,3.20,11.0,15.1,31.7,218,86,1012.4,72,41561.64
2015-06-11,51,28.0,25.0,26.4,0.90,0.90,4.0,17.1,33.1,233,84,1012.2,70,43200.00
2015-06-12,51,27.9,25.3,26.5,0.90,0.90,5.0,18.0,34.2,208,85,1012.0,92,42125.78
2015-06-13,51,27.5,25.2,26.3,1.00,1.00,6.0,17.7,38.2,208,85,1011.7,63,40744.80
2015-06-14,61,26.8,23.9,25.5,6.60,6.60,14.0,16.2,26.6,181,86,1012.0,82,35576.31
2015-06-15,53,27.1,24.7,25.8,2.40,2.40,15.0,18.4,36.0,224,85,1012.4,67,26147.31
2015-06-16,51,27.2,25.2,26.1,1.30,1.30,8.0,20.6,41.8,228,82,1012.0,60,40359.96
2015-06-17,51,27.6,25.3,26.3,0.80,0.80,3.0,17.4,36.7,235,83,1010.9,48,43200.00
2015-06-18,55,27.8,25.0,26.1,2.40,2.40,8.0,20.2,39.2,233,85,1010.7,94,37182.88
2015-06-19,61,27.3,24.6,25.9,3.00,3.00,10.0,19.1,35.6,225,85,1011.8,59,40865.43
2015-06-20,63,27.6,24.6,25.9,8.00,8.00,18.0,16.6,38.5,229,84,1012.9,81,36646.90
2015-06-21,53,26.7,24.4,25.4,5.70,5.70,21.0,15.9,34.2,215,86,1014.0,78,43200.00
2015-06-22,55,27.0,24.1,25.6,4.60,4.60,16.0,16.7,36.4,218,85,1014.7,70,42095.49
2015-06-23,51,27.5,25.3,26.2,1.40,1.40,11.0,18.8,41.0,223,80,1014.8,47,43200.00
2015-06-24,51,27.3,24.9,26.0,1.70,1.70,9.0,18.7,38.9,230,82,1015.1,42,42710.64
2015-06-25,51,27.1,24.6,25.7,1.60,1.60,9.0,18.8,36.0,230,84,1016.1,69,38157.29
2015-06-26,63,26.9,25.0,25.9,7.60,7.60,14.0,18.9,33.5,231,83,1015.0,71,35048.47
2015-06-27,63,27.1,24.6,25.7,9.50,9.50,16.0,18.2,34.9,226,85,1013.7,71,35893.32
2015-06-28,63,25.3,23.9,24.6,25.30,25.30,22.0,15.0,29.9,236,91,1014.0,95,6991.15
2015-06-29,61,26.8,24.0,25.1,10.30,10.30,19.0,15.0,28.1,241,88,1014.2,70,34082.69
2015-06-30,53,26.9,24.4,25.3,1.80,1.80,7.0,18.8,36.7,234,87,1013.8,72,41262.13
2015-07-01,51,27.4,24.7,25.8,0.50,0.50,3.0,16.9,34.9,230,85,1012.9,74,43181.06
2015-07-02,61,26.9,24.6,25.5,6.50,6.50,15.0,19.1,38.5,230,87,1012.6,95,39204.83
2015-07-03,65,24.9,24.1,24.4,90.30,90.30,20.0,14.8,31.0,231,93,1012.7,99,0.00
2015-07-04,53,26.2,24.4,25.1,2.90,2.90,13.0,15.3,29.9,226,89,1013.2,79,28713.52
2015-07-05,61,27.3,24.5,25.4,3.70,3.70,7.0,12.8,27.4,228,88,1012.0,96,33980.44
2015-07-06,51,26.9,24.3,25.4,1.00,1.00,5.0,13.6,28.1,211,88,1011.4,73,28800.00
2015-07-07,55,26.8,24.3,25.5,1.30,1.30,2.0,14.6,25.6,220,88,1011.4,72,31971.43
2015-07-08,63,26.9,24.9,25.8,6.60,6.60,4.0,13.2,27.4,220,87,1011.4,81,39238.29
2015-07-09,53,27.5,24.7,25.8,0.90,0.90,4.0,15.7,32.0,231,88,1011.8,73,39601.26
2015-07-10,63,27.3,24.9,25.7,6.20,6.20,4.0,13.2,22.7,248,88,1012.8,99,23476.94
2015-07-11,61,27.7,24.9,26.0,2.00,2.00,1.0,16.7,28.1,218,87,1013.3,85,41876.18
2015-07-12,51,26.6,24.9,25.7,1.30,1.30,9.0,17.4,33.1,213,88,1012.9,77,34420.99
2015-07-13,53,27.2,24.3,25.6,2.40,2.40,9.0,16.1,33.5,224,87,1012.3,59,39489.24
2015-07-14,51,27.0,24.9,25.7,1.30,1.30,7.0,17.3,38.2,222,87,1011.7,71,41086.55
2015-07-15,63,26.8,24.6,25.4,5.00,5.00,10.0,18.5,32.8,216,87,1011.7,86,41834.08
2015-07-16,61,25.2,24.2,24.7,4.90,4.90,12.0,15.1,29.9,220,88,1013.1,94,3279.81
2015-07-17,51,26.7,24.2,25.3,0.20,0.20,1.0,13.0,29.2,224,86,1012.7,59,43200.00
2015-07-18,51,27.1,24.6,25.5,0.70,0.70,3.0,17.9,35.6,222,88,1012.5,70,36004.08
2015-07-19,53,26.7,24.2,25.3,2.30,2.30,10.0,22.0,40.3,224,87,1012.1,77,37952.51
2015-07-20,55,26.6,24.2,25.1,2.50,2.50,9.0,23.4,42.5,234,85,1012.4,96,36358.14
2015-07-21,51,26.1,23.9,24.8,1.00,1.00,6.0,18.8,35.6,226,86,1013.7,74,40717.28
2015-07-22,51,26.2,23.9,24.9,0.10,0.10,1.0,16.1,31.7,227,84,1013.7,57,42788.30
2015-07-23,51,26.4,23.8,24.9,0.30,0.30,3.0,19.3,34.2,232,84,1013.4,61,43017.75
2015-07-24,51,25.4,24.0,24.5,0.30,0.30,3.0,18.8,38.5,231,85,1013.1,85,13393.53
2015-07-25,53,26.4,23.8,24.8,2.10,2.10,4.0,18.4,34.2,231,84,1013.1,59,39128.69
2015-07-26,3,26.5,23.8,24.9,0.00,0.00,0.0,18.6,37.4,235,82,1013.2,72,39190.31
2015-07-27,51,25.9,23.9,24.7,0.50,0.50,4.0,22.5,42.8,226,83,1012.8,91,27394.09
2015-07-28,51,25.8,23.8,24.6,1.50,1.50,7.0,21.3,43.6,225,81,1013.7,51,40601.65
2015-07-29,51,25.9,23.5,24.5,1.20,1.20,6.0,16.9,36.0,223,82,1014.3,85,41956.28
2015-07-30,53,25.6,23.6,24.4,1.60,1.60,7.0,17.8,40.0,231,84,1013.8,85,34424.76
2015-07-31,51,26.2,23.7,24.8,0.30,0.30,1.0,18.4,33.1,234,83,1013.0,69,41016.58
2015-08-01,51,26.5,23.7,24.7,0.50,0.50,2.0,18.1,37.8,227,86,1012.4,77,34878.25
2015-08-02,51,26.2,23.7,24.8,0.30,0.30,2.0,16.2,33.1,219,86,1012.5,97,41662.50
2015-08-03,51,26.2,23.7,24.7,1.00,1.00,5.0,16.2,34.9,228,88,1013.3,99,40082.37
2015-08-04,51,26.1,23.5,24.6,1.60,1.60,8.0,17.9,33.5,226,87,1013.1,80,39582.55
2015-08-05,51,27.0,23.8,25.0,0.60,0.60,3.0,17.9,36.4,234,85,1012.4,62,43200.00
2015-08-06,53,26.5,23.9,24.9,0.90,0.90,4.0,15.8,33.8,224,86,1011.4,83,42589.77
2015-08-07,51,26.7,23.9,25.0,0.60,0.60,3.0,19.5,41.4,223,87,1011.4,57,43200.00
2015-08-08,51,26.4,23.6,24.9,1.50,1.50,7.0,15.0,32.0,211,87,1012.0,50,42001.19
2015-08-09,51,26.5,23.9,25.0,0.40,0.40,3.0,17.6,33.1,229,87,1012.2,50,42181.39
2015-08-10,61,26.0,24.0,24.8,4.00,4.00,11.0,21.6,39.6,228,86,1011.3,54,43200.00
2015-08-11,51,26.5,23.8,24.9,0.60,0.60,4.0,17.4,36.4,229,86,1012.3,83,43200.00
2015-08-12,51,26.3,23.6,24.8,0.20,0.20,1.0,17.2,31.3,228,87,1013.8,68,40769.76
2015-08-13,51,26.0,23.9,24.8,0.60,0.60,3.0,16.3,31.7,221,87,1013.3,76,18936.84
2015-08-14,63,26.8,24.0,25.1,4.70,4.70,6.0,15.5,34.9,225,87,1012.6,88,32424.29
2015-08-15,51,26.0,24.1,24.9,1.20,1.20,9.0,16.9,38.2,219,87,1012.6,69,39600.00
2015-08-16,3,26.4,23.8,24.8,0.00,0.00,0.0,16.3,31.3,228,88,1013.6,76,34119.81
2015-08-17,61,26.6,24.0,25.0,3.10,3.10,4.0,17.1,31.7,225,88,1012.9,87,35193.94
2015-08-18,51,26.6,24.3,25.2,0.70,0.70,5.0,17.6,33.5,222,85,1012.0,78,43200.00
2015-08-19,3,26.4,24.0,25.1,0.00,0.00,0.0,15.1,35.3,227,87,1011.5,95,24844.15
2015-08-20,61,26.3,23.9,24.9,8.80,8.80,21.0,16.1,33.1,236,87,1011.2,96,26017.89
2015-08-21,65,24.9,23.7,24.3,34.30,34.30,20.0,17.9,35.3,227,90,1011.7,99,12529.09
2015-08-22,51,26.5,23.9,25.0,0.50,0.50,3.0,15.3,30.2,233,86,1012.1,95,36032.18
2015-08-23,55,26.5,24.1,24.9,4.10,4.10,8.0,15.5,30.6,240,88,1011.2,95,28630.50
2015-08-24,51,26.5,24.4,25.2,0.20,0.20,2.0,18.8,37.1,217,88,1011.6,86,31292.71
2015-08-25,53,26.3,23.9,25.0,1.70,1.70,8.0,17.7,38.5,227,87,1012.4,90,28610.38
2015-08-26,51,26.9,24.3,25.3,1.40,1.40,8.0,15.5,31.7,225,86,1012.4,51,42612.50
2015-08-27,53,26.8,24.2,25.2,1.50,1.50,6.0,17.1,33.1,231,85,1011.4,95,33479.66
2015-08-28,51,26.3,24.3,25.1,0.70,0.70,4.0,17.1,36.4,230,85,1011.4,87,39933.91
2015-08-29,51,26.5,23.9,25.0,0.50,0.50,2.0,17.5,35.3,226,86,1013.5,67,42929.45
